fifa_version,player_positions,overall,potential,value_eur,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name
24.0,CB,77,84,19500000.0,191,89,Sevilla,SUB,2027.0,France,,Right,3,2,1,Medium/High,,"Jockey, Intercept, Anticipate",55.0,45.0,56.0,63.0,77.0,77.0,31,45,76,74,24,58,35,23,63,75,51,58,52,70,40,59,81,66,84,44,73,76,33,57,33,73.0,77,79,77,7,6,14,7,7,,58+2,58+2,58+2,55,58,58,58,55,60+2,60+2,60+2,57+2,65+2,65+2,65+2,57+2,66+2,73+2,73+2,73+2,66+2,69+2,77+2,77+2,77+2,69+2,14+2,Loïc Badé
24.0,"ST, LM",77,84,21500000.0,174,73,Bayer 04 Leverkusen,SUB,2026.0,France,,Left,3,4,1,Medium/High,,"Technical, Flair",81.0,75.0,69.0,82.0,41.0,68.0,66,78,73,73,67,83,73,52,63,82,87,76,86,73,83,78,82,79,60,70,73,30,78,71,68,71.0,44,35,35,10,8,14,8,12,,77+2,77+2,77+2,77,78,78,78,77,77+2,77+2,77+2,76+2,70+2,70+2,70+2,76+2,60+2,58+2,58+2,58+2,60+2,57+2,52+2,52+2,52+2,57+2,17+2,Amine Adli
24.0,"CF, ST, LM",77,83,17000000.0,183,70,Al Taawon,LM,2026.0,Gambia,,Right,4,3,1,Medium/Medium,,Rapid,84.0,75.0,69.0,78.0,31.0,64.0,65,77,63,76,60,81,60,56,58,79,82,85,78,75,57,76,77,72,68,76,40,20,77,72,58,70.0,45,20,16,8,6,14,14,12,,76+2,76+2,76+2,77,77,77,77,77,76+2,76+2,76+2,76+2,68+2,68+2,68+2,76+2,55+2,52+2,52+2,52+2,55+2,51+2,45+2,45+2,45+2,51+2,17+2,Musa Barrow
24.0,ST,77,82,16000000.0,185,80,VfL Wolfsburg,SUB,2025.0,Germany,,Right,4,3,2,Medium/Low,,"Technical, Flair, Trivela",78.0,77.0,66.0,77.0,40.0,78.0,58,78,74,76,71,77,61,48,59,80,78,78,73,75,72,79,87,76,80,71,71,37,76,68,81,71.0,43,33,27,9,11,11,8,6,,77+2,77+2,77+2,75,76,76,76,75,75+2,75+2,75+2,74+2,69+2,69+2,69+2,74+2,59+2,58+2,58+2,58+2,59+2,56+2,54+2,54+2,54+2,56+2,16+2,Lukas Nmecha
24.0,CB,77,81,13000000.0,190,86,Al Ahli Jeddah,RCB,2026.0,Turkey,,Right,2,2,1,Medium/High,,"Power Header, Jockey, Slide Tackle",72.0,39.0,47.0,60.0,79.0,80.0,31,32,75,59,42,57,48,23,59,59,65,77,63,68,63,60,83,67,84,38,85,78,26,38,41,74.0,78,82,79,15,7,13,6,11,,54+2,54+2,54+2,51,51,51,51,51,51+2,51+2,51+2,53+2,56+2,56+2,56+2,53+2,66+2,70+2,70+2,70+2,66+2,69+2,77+2,77+2,77+2,69+2,16+2,Merih Demiral
24.0,"CM, CDM",77,78,12000000.0,191,88,Porto,RCM,2026.0,Serbia,,Right,3,3,1,Medium/Medium,,"Incisive Pass, Intercept, Slide Tackle, Bruiser, Aerial",60.0,71.0,72.0,77.0,74.0,82.0,62,72,78,77,62,79,65,51,75,80,56,64,67,77,56,76,83,81,84,67,78,74,75,78,57,81.0,72,76,70,9,14,8,12,13,,75+2,75+2,75+2,73,75,75,75,73,75+2,75+2,75+2,74+2,77+1,77+1,77+1,74+2,73+2,76+2,76+2,76+2,73+2,72+2,76+2,76+2,76+2,72+2,19+2,Marko Grujic
24.0,ST,77,77,9000000.0,190,75,Osasuna,ST,2025.0,Croatia,,Left,4,3,2,Medium/Medium,,"Power Header, Aerial",59.0,77.0,49.0,74.0,35.0,77.0,41,81,85,64,70,79,44,52,41,80,54,63,53,72,33,77,85,63,83,70,77,24,80,39,65,72.0,29,35,27,11,14,8,16,15,,77,77,77,68,72,72,72,68,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,50+2,50+2,50+2,50+2,50+2,48+2,52+2,52+2,52+2,48+2,20+2,Ante Budimir
24.0,CB,77,77,5000000.0,188,77,Wolverhampton Wanderers,RCB,2025.0,England,,Right,2,2,2,Medium/Medium,,"Power Header, Aerial",44.0,47.0,59.0,55.0,80.0,76.0,65,49,83,66,29,48,45,24,62,63,46,42,50,78,48,57,80,67,78,30,79,80,56,51,66,69.0,79,79,79,7,8,7,7,5,,59+2,59+2,59+2,55,56,56,56,55,56+2,56+2,56+2,58+2,62+2,62+2,62+2,58+2,69+2,72+2,72+2,72+2,69+2,71+2,77,77,77,71+2,15+2,Craig Dawson
24.0,"CDM, CM",77,77,9500000.0,183,81,Rennes,SUB,2025.0,France,,Right,2,3,2,Medium/Medium,,"Long Ball Pass, Relentless",42.0,65.0,72.0,74.0,73.0,73.0,61,61,61,79,57,74,61,59,77,77,43,41,67,76,67,76,63,81,70,67,71,72,69,75,53,71.0,74,76,74,7,7,13,7,8,,67+2,67+2,67+2,68,69,69,69,68,72+2,72+2,72+2,69+2,76+1,76+1,76+1,69+2,71+2,76+1,76+1,76+1,71+2,70+2,72+2,72+2,72+2,70+2,15+2,Baptiste Santamaria
24.0,"LM, LW",77,77,11000000.0,183,75,Al Ettifaq,SUB,2024.0,Jamaica,,Right,4,4,2,High/Medium,,Rapid,86.0,76.0,69.0,81.0,38.0,58.0,74,77,32,71,54,84,72,60,58,82,87,86,80,68,76,82,62,70,59,75,40,25,74,72,61,73.0,42,45,33,6,11,11,13,10,,72+2,72+2,72+2,78-1,77,77,77,78-1,76+1,76+1,76+1,76+1,68+2,68+2,68+2,76+1,60+2,54+2,54+2,54+2,60+2,56+2,46+2,46+2,46+2,56+2,16+2,Demarai Gray
24.0,"LW, ST",77,77,11500000.0,176,74,Brentford,ST,2026.0,Congo DR,,Right,3,3,1,Medium/Medium,,"Rapid, Acrobatic",85.0,77.0,69.0,78.0,29.0,70.0,71,79,65,74,73,78,56,53,60,78,83,87,82,70,73,75,78,76,68,75,66,31,78,70,71,73.0,25,23,18,14,7,6,8,15,,76+1,76+1,76+1,77,77,77,77,77,75+2,75+2,75+2,76+1,68+2,68+2,68+2,76+1,56+2,53+2,53+2,53+2,56+2,52+2,46+2,46+2,46+2,52+2,17+2,Yoane Wissa
24.0,"CB, RWB",76,83,14000000.0,191,81,Bayer 04 Leverkusen,RCB,2026.0,Côte d'Ivoire,,Right,3,2,1,Low/Medium,,"Long Ball Pass, Block",78.0,32.0,60.0,66.0,76.0,78.0,58,26,76,69,28,66,33,23,69,69,74,81,62,70,56,52,81,76,81,24,73,77,44,57,32,65.0,74,78,77,5,8,6,10,6,,56+2,56+2,56+2,59,58,58,58,59,60+2,60+2,60+2,64+2,64+2,64+2,64+2,64+2,72+2,73+2,73+2,73+2,72+2,73+2,76+2,76+2,76+2,73+2,14+2,Odilon Kossounou
24.0,CB,76,81,10000000.0,191,83,VfL Wolfsburg,SUB,2026.0,Belgium,SUB,Right,3,2,2,Medium/Medium,,"Power Header, Long Ball Pass",77.0,45.0,59.0,55.0,76.0,78.0,57,44,85,64,26,52,41,42,71,58,67,85,49,72,52,61,89,67,81,40,80,73,48,52,34,68.0,76,75,75,6,7,7,11,15,,60+2,60+2,60+2,57,57,57,57,57,57+2,57+2,57+2,60+2,61+2,61+2,61+2,60+2,69+2,70+2,70+2,70+2,69+2,71+2,76+2,76+2,76+2,71+2,16+2,Sebastiaan Bornauw
24.0,"CF, LW, LM",76,80,10500000.0,175,70,Fiorentina,LW,2026.0,Croatia,,Right,4,4,2,High/Low,,"Finesse Shot, Technical",77.0,74.0,76.0,81.0,38.0,54.0,77,73,45,76,68,80,80,77,73,81,78,77,87,74,83,78,60,70,50,75,41,30,75,74,64,77.0,35,42,40,9,7,5,6,14,,72+2,72+2,72+2,77,76,76,76,77,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,61+2,57+2,57+2,57+2,61+2,57+2,46+2,46+2,46+2,57+2,16+2,Josip Brekalo
24.0,"CDM, CM",76,80,9500000.0,173,72,Stade de Reims,RDM,2027.0,Netherlands,,Right,3,3,2,Low/High,,"Long Ball Pass, Slide Tackle, Relentless",50.0,47.0,63.0,69.0,74.0,79.0,46,38,59,73,42,66,54,41,70,70,58,43,74,75,78,60,70,83,76,54,84,78,55,65,50,72.0,75,76,72,6,9,13,11,12,,58+2,58+2,58+2,60,61,61,61,60,64+2,64+2,64+2,62+2,69+2,69+2,69+2,62+2,69+2,75+2,75+2,75+2,69+2,69+2,73+2,73+2,73+2,69+2,17+2,Azor Matusiwa
24.0,"LM, LW, CAM",76,80,11000000.0,177,77,AFC Bournemouth,SUB,2028.0,Côte d'Ivoire,,Right,3,3,1,High/Low,,"Finesse Shot, Technical, Flair",79.0,69.0,72.0,78.0,57.0,62.0,71,69,64,73,66,79,70,67,70,80,83,76,81,72,73,74,76,63,62,67,59,41,72,74,64,67.0,60,60,61,8,10,14,12,11,,72+2,72+2,72+2,75,75,75,75,75,75+2,75+2,75+2,75+2,71+2,71+2,71+2,75+2,66+2,64+2,64+2,64+2,66+2,65+2,61+2,61+2,61+2,65+2,17+2,Hamed Junior Traorè
24.0,CM,76,79,9500000.0,184,75,Hellas Verona,SUB,2024.0,Germany,,Right,3,4,2,High/Medium,,"Finesse Shot, Slide Tackle, Technical",68.0,71.0,71.0,79.0,73.0,77.0,62,70,70,74,65,80,78,52,73,80,69,67,73,77,76,75,76,81,74,74,82,76,70,75,53,75.0,72,74,73,15,8,5,13,10,,73+2,73+2,73+2,73,75,75,75,73,75+2,75+2,75+2,74+2,76+2,76+2,76+2,74+2,74+2,76+2,76+2,76+2,74+2,73+2,74+2,74+2,74+2,73+2,18+2,Suat Serdar
24.0,"LM, RM",76,77,9000000.0,175,70,Everton,SUB,2024.0,England,,Left,3,4,1,High/High,,"Finesse Shot, Technical, Flair",80.0,70.0,70.0,79.0,49.0,69.0,76,69,45,73,62,80,70,56,54,77,82,78,81,74,80,78,68,84,64,68,65,44,74,75,64,73.0,60,43,44,11,8,10,6,11,,71+2,71+2,71+2,76,75,75,75,76,74+2,74+2,74+2,75+2,69+2,69+2,69+2,75+2,66+2,61+2,61+2,61+2,66+2,62+2,55+2,55+2,55+2,62+2,16+2,Jack Harrison
24.0,"RM, ST, LM",76,77,9000000.0,178,69,PAOK,RES,2027.0,Bulgaria,,Right,4,3,1,High/Medium,,"Flair, Trivela",89.0,77.0,71.0,75.0,29.0,66.0,71,79,48,72,72,75,72,74,62,77,88,89,76,68,75,82,70,71,63,74,68,23,77,74,64,75.0,25,31,28,10,12,10,5,13,,74+2,74+2,74+2,76,76,76,76,76,75+2,75+2,75+2,75+2,68+2,68+2,68+2,75+2,56+2,52+2,52+2,52+2,56+2,53+2,44+2,44+2,44+2,53+2,16+2,Kiril Despodov
24.0,ST,76,76,3200000.0,181,77,Empoli,ST,2025.0,Italy,,Right,4,3,1,Medium/Low,,Finesse Shot,74.0,77.0,62.0,76.0,30.0,64.0,50,81,73,70,80,75,58,54,58,76,77,72,84,78,79,75,81,65,67,70,50,14,81,65,78,72.0,40,20,15,14,7,10,11,11,,76,76,76,73,75,75,75,73,73+2,73+2,73+2,71+2,65+2,65+2,65+2,71+2,50+2,49+2,49+2,49+2,50+2,47+2,44+2,44+2,44+2,47+2,18+2,Francesco Caputo
24.0,GK,76,76,3700000.0,193,88,Brest,GK,2026.0,Netherlands,,Right,2,1,2,Medium/Medium,,"Far Throw, Footwork",,,,,,,20,15,16,28,13,12,20,15,33,32,45,47,50,75,40,52,65,32,64,14,39,17,13,47,36,47.0,11,12,14,79,73,69,74,76,46.0,31+2,31+2,31+2,29,31,31,31,29,32+2,32+2,32+2,31+2,31+2,31+2,31+2,31+2,27+2,29+2,29+2,29+2,27+2,27+2,27+2,27+2,27+2,27+2,75+1,Marco Bizot
24.0,"RM, LM",76,76,8000000.0,177,73,Beşiktaş,RW,2027.0,Kosovo,,Right,4,4,1,Medium/High,,"Power Shot, Rapid, Trivela",81.0,75.0,71.0,77.0,50.0,73.0,72,72,50,73,74,76,78,69,65,75,83,80,86,71,82,85,72,85,68,73,73,52,73,72,74,74.0,63,40,36,7,14,7,14,6,,72+2,72+2,72+2,75,74,74,74,75,74+2,74+2,74+2,75+1,70+2,70+2,70+2,75+1,65+2,63+2,63+2,63+2,65+2,62+2,57+2,57+2,57+2,62+2,17+2,Milot Rashica
24.0,"CM, CDM, CAM",76,76,7000000.0,186,70,Brest,RCM,2025.0,France,,Right,4,3,2,High/High,,"Incisive Pass, Long Ball Pass, Relentless, Trivela",62.0,72.0,77.0,75.0,69.0,75.0,77,69,58,78,58,75,78,69,76,77,64,61,71,76,60,77,70,85,72,77,71,69,74,76,65,77.0,73,70,62,14,6,12,9,10,,71+2,71+2,71+2,74,74,74,74,74,75+1,75+1,75+1,74+2,76,76,76,74+2,73+2,74+2,74+2,74+2,73+2,71+2,69+2,69+2,69+2,71+2,17+2,Pierre Lees-Melou
24.0,"LB, LWB",75,82,11000000.0,180,70,Wolverhampton Wanderers,LB,2026.0,France,,Left,3,3,1,High/Medium,,"Jockey, Technical",80.0,53.0,70.0,77.0,71.0,65.0,75,51,62,71,48,79,72,58,66,78,81,80,75,70,73,62,73,74,59,48,65,71,67,67,42,69.0,71,74,73,15,11,8,14,12,,65+2,65+2,65+2,71,69,69,69,71,70+2,70+2,70+2,73+2,70+2,70+2,70+2,73+2,74+2,71+2,71+2,71+2,74+2,73+2,70+2,70+2,70+2,73+2,19+2,Rayan Aït Nouri
24.0,"CM, CDM, CF",75,81,9000000.0,194,88,TSG Hoffenheim,SUB,2027.0,Germany,,Right,5,2,2,High/High,#Aerial threat,"Power Shot, Intercept, Relentless, Aerial",72.0,67.0,74.0,71.0,74.0,79.0,70,58,76,76,54,72,71,64,73,75,70,73,62,76,44,84,86,79,81,78,73,85,74,76,51,68.0,66,77,66,7,14,8,7,11,,72+2,72+2,72+2,72,73,73,73,72,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,74+2,76+2,76+2,76+2,74+2,74+2,75+2,75+2,75+2,74+2,17+2,Anton Stach
24.0,"RM, CM, CDM",75,80,8500000.0,187,84,FC Augsburg,SUB,2025.0,Germany,,Right,3,3,1,High/High,,"Long Ball Pass, Slide Tackle",68.0,62.0,75.0,76.0,69.0,74.0,71,59,49,80,43,76,56,53,77,78,66,70,68,77,72,75,68,78,77,66,61,70,73,78,38,74.0,71,73,70,14,10,10,8,7,,69+2,69+2,69+2,73,73,73,73,73,75+2,75+2,75+2,74+2,76+2,76+2,76+2,74+2,74+2,74+2,74+2,74+2,74+2,72+2,70+2,70+2,70+2,72+2,17+2,Arne Maier
24.0,ST,75,79,8000000.0,183,71,Leicester City,SUB,2026.0,Zambia,,Right,3,3,1,Medium/Medium,,"Rapid, Quick Step",88.0,76.0,59.0,76.0,26.0,69.0,51,78,64,66,76,75,65,54,61,77,87,88,79,78,72,75,80,73,68,70,63,20,77,53,75,69.0,18,28,16,8,6,9,5,11,,75+2,75+2,75+2,73,74,74,74,73,72+2,72+2,72+2,72+2,64+2,64+2,64+2,72+2,52+2,49+2,49+2,49+2,52+2,49+2,44+2,44+2,44+2,49+2,15+2,Patson Daka
24.0,CB,75,79,7000000.0,191,78,Roma,RES,2025.0,Albania,,Right,3,2,1,Medium/Medium,,"Power Header, Slide Tackle",47.0,32.0,53.0,56.0,77.0,75.0,45,26,79,61,28,52,30,26,58,60,38,54,51,78,58,50,75,68,78,31,75,75,22,54,30,63.0,79,77,73,9,8,15,14,7,,49+2,49+2,49+2,48,49,49,49,48,51+2,51+2,51+2,52+2,58+2,58+2,58+2,52+2,65+2,69+2,69+2,69+2,65+2,67+2,75+2,75+2,75+2,67+2,17+2,Marash Kumbulla
24.0,LB,75,78,7000000.0,173,68,Nice,SUB,2024.0,France,,Left,2,3,1,High/Medium,,Power Shot,70.0,72.0,73.0,75.0,72.0,72.0,72,65,62,75,70,75,70,71,72,74,74,67,73,76,80,84,72,77,64,78,85,75,76,71,60,69.0,73,73,69,6,7,10,11,13,,72+2,72+2,72+2,73,74,74,74,73,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,73+2,74+2,74+2,74+2,73+2,73+2,72+2,72+2,72+2,73+2,17+2,Romain Perraud
24.0,"RM, ST, LM",75,78,7500000.0,171,76,Leeds United,SUB,2026.0,Wales,LM,Right,4,3,1,High/High,#Speedster,"Rapid, Quick Step",93.0,69.0,66.0,74.0,46.0,63.0,71,70,50,68,58,72,73,54,58,74,94,93,83,76,82,73,68,73,52,65,79,42,74,63,64,58.0,52,45,34,7,6,11,15,9,,71+2,71+2,71+2,74,73,73,73,74,72+2,72+2,72+2,74+2,66+2,66+2,66+2,74+2,63+2,59+2,59+2,59+2,63+2,60+2,54+2,54+2,54+2,60+2,17+2,Daniel James
24.0,ST,75,78,7500000.0,187,83,Crystal Palace,ST,2025.0,France,,Right,4,4,1,High/Medium,,"Finesse Shot, Chip Shot, Technical, Flair",76.0,74.0,68.0,78.0,45.0,73.0,58,76,72,73,64,79,75,77,58,78,74,78,75,69,72,78,85,71,79,69,55,39,74,74,76,80.0,44,46,28,7,6,13,11,13,,75+2,75+2,75+2,74,75,75,75,74,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,58+2,58+2,58+2,58+2,58+2,56+2,55+2,55+2,55+2,56+2,16+2,Odsonne Edouard
24.0,"CDM, CM",75,78,7000000.0,188,82,Sevilla,SUB,2024.0,France,,Right,3,3,1,Medium/Medium,,,67.0,56.0,73.0,74.0,70.0,77.0,65,51,63,78,53,75,65,53,77,78,64,69,59,73,63,64,76,72,81,58,73,71,66,76,52,76.0,70,73,69,11,6,13,5,10,,66+2,66+2,66+2,69,69,69,69,69,72+2,72+2,72+2,71+2,74+2,74+2,74+2,71+2,71+2,74+2,74+2,74+2,71+2,71+2,72+2,72+2,72+2,71+2,15+2,Boubakary Soumaré
24.0,"CF, ST, CAM",75,76,6500000.0,186,80,Nordsjælland,ST,2026.0,Denmark,SUB,Left,4,3,1,Medium/Medium,,,64.0,79.0,66.0,74.0,38.0,72.0,63,80,68,69,74,75,78,55,56,76,67,61,68,77,71,79,75,76,74,77,61,29,78,73,82,72.0,35,38,30,12,13,10,14,7,,75+1,75+1,75+1,73,75,75,75,73,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,56+2,55+2,55+2,55+2,56+2,53+2,50+2,50+2,50+2,53+2,19+2,Marcus Ingvartsen
24.0,"RM, RW",75,76,6500000.0,173,70,Fulham,RM,2026.0,Wales,RM,Left,2,3,1,High/Low,,Trivela,73.0,77.0,75.0,76.0,43.0,58.0,77,74,46,75,74,74,86,85,68,76,76,71,78,73,84,83,62,71,56,81,45,40,74,75,78,76.0,44,45,40,7,13,9,15,7,,72+2,72+2,72+2,75,75,75,75,75,75+1,75+1,75+1,74+2,71+2,71+2,71+2,74+2,62+2,59+2,59+2,59+2,62+2,59+2,50+2,50+2,50+2,59+2,17+2,Harry Wilson
24.0,"RB, RWB",75,76,6000000.0,175,76,Burnley,RB,2025.0,Wales,RB,Right,4,3,1,High/Medium,,Long Throw,78.0,61.0,71.0,72.0,69.0,74.0,74,60,61,75,54,72,67,47,69,73,79,77,71,68,70,67,76,87,70,61,67,69,69,70,41,66.0,70,72,69,6,12,8,12,13,,68+2,68+2,68+2,71,70,70,70,71,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,74+2,72+2,72+2,72+2,74+2,73+2,70+2,70+2,70+2,73+2,17+2,Connor Roberts
24.0,"CDM, CM",75,76,6000000.0,181,75,SC Freiburg,RDM,2025.0,Germany,,Right,4,3,2,Medium/Medium,,,59.0,63.0,70.0,73.0,72.0,75.0,67,59,65,76,50,72,64,48,73,75,63,55,70,77,69,77,73,84,73,63,70,74,61,68,60,75.0,70,76,72,15,10,13,15,8,,67+2,67+2,67+2,68,69,69,69,68,70+2,70+2,70+2,70+2,73+2,73+2,73+2,70+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,72+2,72+2,19+2,Maximilian Eggestein
24.0,"RM, CAM",75,76,6500000.0,176,74,FSV Mainz 05,SUB,2027.0,Germany,,Right,4,4,2,Medium/Medium,,"Power Shot, Flair, Acrobatic",73.0,74.0,68.0,79.0,48.0,62.0,69,74,68,71,70,80,60,54,65,77,85,64,83,75,82,77,79,69,65,79,41,40,73,69,56,76.0,38,56,51,12,13,7,5,10,,74+2,74+2,74+2,75,75,75,75,75,74+2,74+2,74+2,74+2,70+2,70+2,70+2,74+2,62+2,59+2,59+2,59+2,62+2,61+2,55+2,55+2,55+2,61+2,17+2,Marco Richter
24.0,"CF, LW, RW",75,76,6500000.0,185,76,Torino,SUB,2025.0,Serbia,,Right,4,3,1,High/Low,,Rapid,88.0,74.0,69.0,74.0,30.0,61.0,66,75,49,70,74,77,68,54,66,72,89,88,76,74,66,77,72,64,65,75,43,22,71,75,57,68.0,31,30,23,7,9,14,13,6,,72+2,72+2,72+2,75,75,75,75,75,74+2,74+2,74+2,74+2,67+2,67+2,67+2,74+2,55+2,51+2,51+2,51+2,55+2,51+2,43+2,43+2,43+2,51+2,16+2,Nemanja Radonjic
24.0,"CAM, RM",75,75,4700000.0,169,72,Chicago Fire,CAM,2024.0,Switzerland,,Left,4,5,3,Medium/Low,,"Flair, Trivela",68.0,75.0,77.0,77.0,42.0,62.0,77,69,45,77,73,78,87,82,76,77,70,67,71,72,85,87,63,50,70,79,55,47,74,76,67,79.0,30,49,48,13,12,12,11,11,,71+3,71+3,71+3,74,74,74,74,74,75,75,75,74+1,72+3,72+3,72+3,74+1,61+3,60+3,60+3,60+3,61+3,58+3,53+3,53+3,53+3,58+3,18+3,Xherdan Shaqiri
24.0,"CAM, CF, CM",75,75,5500000.0,181,78,Leicester City,RES,2024.0,Belgium,SUB,Right,4,4,2,Medium/Medium,,Technical,66.0,72.0,76.0,76.0,60.0,65.0,74,70,58,78,70,77,74,67,77,77,68,64,72,76,65,75,67,69,62,76,66,64,74,76,56,76.0,52,67,60,6,6,10,14,10,,71+2,71+2,71+2,74,74,74,74,74,75,75,75,74+1,75,75,75,74+1,69+2,69+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,16+2,Dennis Praet
24.0,"RB, RM",75,75,3900000.0,173,67,Milan,SUB,2025.0,Italy,,Right,4,3,3,High/Medium,,,73.0,76.0,78.0,78.0,74.0,56.0,75,71,68,80,84,75,71,71,76,81,76,71,86,75,82,82,67,63,48,81,66,76,69,80,73,79.0,75,74,69,9,8,10,11,10,,73+2,73+2,73+2,76-1,76-1,76-1,76-1,76-1,77-2,77-2,77-2,75,77-2,77-2,77-2,75,74+1,74+1,74+1,74+1,74+1,73+2,71+3,71+3,71+3,73+2,17+3,Alessandro Florenzi
24.0,"LW, RW",75,75,5500000.0,172,71,Palermo,SUB,2026.0,Italy,,Right,4,4,1,Medium/Medium,,Technical,79.0,69.0,73.0,78.0,39.0,58.0,77,67,40,76,69,80,78,69,67,78,82,76,80,69,78,71,62,67,59,68,42,34,76,68,69,74.0,44,38,36,11,10,6,10,5,,69+2,69+2,69+2,75,74,74,74,75,74+1,74+1,74+1,75,69+2,69+2,69+2,75,61+2,56+2,56+2,56+2,61+2,56+2,47+2,47+2,47+2,56+2,15+2,Federico Di Francesco
24.0,"LM, ST",75,75,5500000.0,188,85,TSG Hoffenheim,LWB,2026.0,Germany,,Right,3,3,1,High/Medium,,"Rapid, Flair",82.0,76.0,68.0,73.0,48.0,77.0,71,76,64,72,67,74,69,47,64,73,80,84,69,75,70,83,82,78,77,72,73,38,74,68,70,67.0,45,53,42,7,7,6,14,13,,75,75,75,74,74,74,74,74,73+2,73+2,73+2,74+1,69+2,69+2,69+2,74+1,63+2,61+2,61+2,61+2,63+2,61+2,58+2,58+2,58+2,61+2,17+2,Marius Bülter
24.0,RB,74,83,9000000.0,181,71,Newcastle United,SUB,2028.0,England,,Right,4,2,1,High/Medium,,,78.0,47.0,65.0,73.0,71.0,62.0,69,47,56,73,41,74,64,51,57,73,76,79,74,73,76,47,68,63,57,46,70,76,60,57,41,66.0,68,74,71,10,12,8,13,13,,61+2,61+2,61+2,68,65,65,65,68,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,72+2,69+2,69+2,69+2,72+2,72+2,69+2,69+2,69+2,72+2,19+2,Valentino Livramento
24.0,"LW, LM, ST",74,82,9500000.0,175,70,Southampton,SUB,2027.0,Ghana,LM,Right,4,4,1,Medium/Medium,#Speedster,"Finesse Shot, Rapid, Flair",93.0,69.0,66.0,79.0,28.0,60.0,63,71,42,70,62,79,82,50,58,78,92,93,89,62,88,70,67,66,60,68,52,26,68,66,56,75.0,30,25,25,6,13,7,12,14,,69+2,69+2,69+2,74,73,73,73,74,73+2,73+2,73+2,73+2,64+2,64+2,64+2,73+2,55+2,50+2,50+2,50+2,55+2,51+2,42+2,42+2,42+2,51+2,17+2,Kamaldeen Sulemana
24.0,"LWB, LM, LB",74,79,6000000.0,185,87,Atalanta,SUB,2026.0,Netherlands,,Left,2,2,1,Medium/Low,,Rapid,82.0,54.0,65.0,70.0,72.0,77.0,65,50,70,73,38,72,59,46,65,69,80,83,65,70,64,75,83,75,76,47,79,70,63,58,48,64.0,72,74,70,14,7,11,8,9,,66+2,66+2,66+2,67,67,67,67,67,66+2,66+2,66+2,69+2,67+2,67+2,67+2,69+2,72+2,71+2,71+2,71+2,72+2,72+2,73+2,73+2,73+2,72+2,16+2,Mitchel Bakker
24.0,CB,74,79,6000000.0,190,86,VfL Wolfsburg,SUB,2027.0,Germany,,Right,3,2,1,Medium/Medium,,"Block, Slide Tackle, Bruiser",69.0,29.0,50.0,55.0,72.0,81.0,35,27,71,68,28,51,25,22,61,59,66,71,51,71,55,38,76,70,85,27,86,65,25,38,27,66.0,73,74,77,11,12,11,11,8,,49+2,49+2,49+2,49,49,49,49,49,51+2,51+2,51+2,53+2,56+2,56+2,56+2,53+2,65+2,68+2,68+2,68+2,65+2,67+2,74+2,74+2,74+2,67+2,17+2,Moritz Jenz
24.0,GK,74,77,4100000.0,196,77,Norwich City,GK,2025.0,Scotland,GK,Right,3,1,1,Medium/Medium,,,,,,,,,14,15,14,31,19,20,20,15,46,27,48,49,40,67,42,54,66,31,66,17,28,18,9,50,19,48.0,20,16,14,75,71,72,71,76,48.0,30+2,30+2,30+2,29,31,31,31,29,32+2,32+2,32+2,31+2,33+2,33+2,33+2,31+2,27+2,31+2,31+2,31+2,27+2,27+2,28+2,28+2,28+2,27+2,73+2,Angus Gunn
