,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
265,Jhon Durán,Jhon Jader Durán Palacio,19,1.85,Colombia,Medellín,12,12,Attack - Centre-Forward,22,left,Aston Villa,,1/23/2023,Jonathan Herrera,,EPL
1015,Tim Skarke,,26,1.81,Germany,Heidenheim an der Brenz,1,1,Attack - Right Winger,20,right,FC Schalke 04,6/30/2023,1/23/2023,Unique Sports Group,,Bundesliga
1665,Pablo Barrios,Pablo Barrios Rivas,19,1.81,Spain,Madrid,5,5,midfield - Central Midfield,24,right,Atlético Madrid,6/30/2028,1/23/2023,CAA Stellar,,LaLiga
1896,Alexander Callens,Alexander Martín Marquinho Callens Asín,31,1.85,Peru  Spain,Callao,2,2.2,Defender - Centre-Back,25,left,Girona,6/30/2025,1/23/2023,DV7 Management,,LaLiga
2354,Eduard Sobol,Соболь Едуард Олександрович,28,1.86,Ukraine,"Vilnyansk, Zaporizhya Oblast",3,4,Defender - Left-Back,77,left,R. Strasbourg,6/30/2026,1/23/2023,ProStar,,Ligue1
2362,Morgan Sanson,,28,1.8,France,Saint-Doulchard,6,28,midfield - Central Midfield,8,right,R. Strasbourg,6/30/2023,1/23/2023,Gol International,Puma,Ligue1
2434,Vincent Sierro,Vincent Olivier Sierro,27,1.85,Switzerland,Sion,1.2,3,midfield - Central Midfield,13,right,Toulouse,6/30/2026,1/23/2023,Gold Kick SA,,Ligue1
271,Craig Dawson,,33,1.88,England,Rochdale,2.5,8,Defender - Centre-Back,15,right,Wolves,6/30/2025,1/22/2023,Unique Sports Group,,EPL
796,Josip Juranovic,Josip Juranović,27,1.73,Croatia,Zagreb,9,9,Defender - Right-Back,18,right,Union Berlin,6/30/2027,1/22/2023,FSB – ...,,Bundesliga
1047,Moritz Broschinski,,22,1.9,Germany,Finsterwalde,0.5,0.5,Attack - Centre-Forward,29,right,VfL Bochum,6/30/2026,1/22/2023,Teamgeist ...,,Bundesliga
1493,Federico Marchetti,,40,1.88,Italy,Bassano del Grappa,0.05,13,Goalkeeper,22,left,Spezia Calcio,6/30/2023,1/21/2023,Gea World,,Other
50,Noni Madueke,Chukwunonso Tristan Madueke,21,1.82,England  Nigeria,London,28,28,Attack - Right Winger,31,left,Chelsea,6/30/2030,1/20/2023,,adidas,EPL
74,Leandro Trossard,,28,1.72,Belgium,Waterschei,30,30,Attack - Left Winger,19,right,Arsenal,6/30/2026,1/20/2023,JC ...,,EPL
214,Danny Ings,Daniel William John Ings,30,1.77,England,Winchester,16,22,Attack - Centre-Forward,18,right,West Ham,6/30/2025,1/20/2023,,Nike,EPL
225,Victor Kristiansen,,20,1.81,Denmark,Copenhagen,12,12,Defender - Left-Back,16,left,Leicester,6/30/2028,1/20/2023,Boutique Transfers,,EPL
405,Chris Wood,Christopher Grant Wood,31,1.91,New Zealand,Auckland,10,18,Attack - Centre-Forward,39,right,Nottm Forest,6/30/2023,1/20/2023,CAA Base Ltd,,Other
1016,Michael Frey,,28,1.88,Switzerland,Münsingen,3,5,Attack - Centre-Forward,26,right,FC Schalke 04,6/30/2023,1/20/2023,Soccer Mondial AG,Puma,Bundesliga
1518,Raimonds Krollis,,21,1.86,Latvia,Riga,2.5,2.5,Attack - Centre-Forward,19,left,Spezia Calcio,6/30/2026,1/20/2023,Beckster Int.,,Other
1671,Memphis Depay,,29,1.78,Netherlands  Ghana,Moordrecht,16,55,Attack - Centre-Forward,9,right,Atlético Madrid,6/30/2025,1/20/2023,TEAM DEPAY,Puma,LaLiga
2325,Kiki Kouyaté,Boubakar Kouyaté,26,1.92,Mali,Bamako,3.5,6,Defender - Centre-Back,4,both,Montpellier,6/30/2026,1/20/2023,Mondo Victory,,Ligue1
528,Dango Ouattara,Dango Aboubacar Faissal Ouattara,21,1.77,Burkina Faso,Ouagadougou,20,20,Attack - Right Winger,11,left,Bournemouth,6/30/2028,1/19/2023,PSM,,EPL
534,Yann Sommer,,34,1.83,Switzerland,Morges,5,13,Goalkeeper,27,right,Bayern Munich,6/30/2025,1/19/2023,Relatives,Puma,Bundesliga
677,Jonas Omlin,,29,1.9,Switzerland,Sarnen,7,8,Goalkeeper,1,right,Bor. M'gladbach,6/30/2027,1/19/2023,Signature - ISCM AG,Puma,Bundesliga
1509,Tio Cipot,,20,1.84,Slovenia,Murska Sobota,0.5,0.5,midfield - Central Midfield,72,right,Spezia Calcio,6/30/2027,1/19/2023,AR Sport Management,,Other
1542,Cyril Ngonge,,22,1.79,Belgium  DR Congo,Ukkel,1.3,1.4,Attack - Right Winger,26,left,Hellas Verona,6/30/2023,1/19/2023,DW Sports Management,Nike,SerieA
1595,Marco Benassi,,28,1.84,Italy,Modena,1.5,20,midfield - Central Midfield,26,right,Cremonese,6/30/2023,1/19/2023,Romano Eleven SAS,,Other
2035,Darwin Machís,Darwin Daniel Machís Marcano,30,1.71,Venezuela  Spain,Tucupita,4,10,Attack - Left Winger,22,right,Real Valladolid,6/30/2026,1/19/2023,YOU FIRST,,LaLiga
768,Justin Che,Justin Isiah Che,19,1.85,United States  Germany,"Richardson, Texas",2,3,Defender - Right-Back,24,right,TSG Hoffenheim,6/30/2023,1/18/2023,CAA Stellar,Nike,Bundesliga
775,Umut Tohumcu,Umut Deger Tohumcu,18,1.75,Germany  Turkey,Offenburg,1,1,midfield - Central Midfield,40,both,TSG Hoffenheim,6/30/2026,1/18/2023,ROGON,adidas,Bundesliga
843,Kelvin Yeboah,Kelvin Kwarteng Yeboah,23,1.85,Italy  Ghana,Accra,3.5,5.5,Attack - Centre-Forward,45,right,FC Augsburg,6/30/2023,1/18/2023,P&P Sport ...,,Bundesliga
844,Irvin Cardona,,25,1.85,France  Malta,Nîmes,2.5,8,Attack - Centre-Forward,48,right,FC Augsburg,6/30/2027,1/18/2023,Wasserman,,Bundesliga
959,Florian Niederlechner,,32,1.87,Germany,Ebersberg,2.2,10,Attack - Centre-Forward,7,right,Hertha BSC,6/30/2025,1/18/2023,Haspel ...,,Bundesliga
1710,Ramón Terrats,Ramón Terrats Espacio,22,1.81,Spain,Barcelona,1.5,1.5,midfield - Defensive Midfield,39,left,Villarreal,6/30/2023,1/18/2023,MagicPlayers,,LaLiga
1926,Ronaël Pierre-Gabriel,Ronaël Julien Pierre-Gabriel,24,1.77,France  Martinique,Paris,4.5,6,Defender - Right-Back,18,right,Espanyol,6/30/2023,1/18/2023,One Team Football,,LaLiga
1973,Dennis Hadzikadunic,Dennis Hadžikadunić,24,1.91,Bosnia-Herzegovina  Sweden,Malmö,3,3.5,Defender - Centre-Back,5,right,RCD Mallorca,6/30/2023,1/18/2023,FM11,,LaLiga
2529,Vincenzo Cozzella,,21,1.9,Italy,Bitonto,0.1,0.15,Goalkeeper,37,,AJ Auxerre,,1/18/2023,,,Other
287,Pablo Sarabia,Pablo Sarabia García,31,1.74,Spain,Madrid,16,40,Attack - Right Winger,21,left,Wolves,6/30/2025,1/17/2023,Pablo Barquero,adidas,EPL
552,Arijon Ibrahimovic,Arijon Ibrahimović / Arijon Ibrahimi,17,1.76,Germany  Kosovo,Nürnberg,1,1,midfield - Attacking Midfield,46,right,Bayern Munich,6/30/2025,1/17/2023,Agent is known - Player under 18,,Bundesliga
572,Julian Ryerson,,25,1.83,Norway,Lyngdal,10,10,Defender - Right-Back,26,right,Bor. Dortmund,6/30/2026,1/17/2023,CAA Base Ltd,,Bundesliga
1473,Tommaso Cassandro,,23,1.85,Italy,Dolo,0.9,0.9,Defender - Right-Back,84,right,Lecce,6/30/2025,1/17/2023,Gr Sports,Puma,Other
1912,Viktor Tsygankov,Циганков Віктор Віталійович,25,1.78,Ukraine,Nahariya,22,25,Attack - Right Winger,8,left,Girona,6/30/2027,1/17/2023,SEG,,LaLiga
2302,Jaouen Hadjam,,20,1.84,Algeria  France,Paris,0.8,1,Defender - Left-Back,26,left,FC Nantes,6/30/2027,1/17/2023,,,Ligue1
2311,Florent Mollet,,31,1.75,France,Fontaine-lès-Dijon,2,9,midfield - Attacking Midfield,25,right,FC Nantes,6/30/2025,1/17/2023,LB SPORT & ...,,Ligue1
2357,Frédéric Guilbert,,28,1.78,France,Valognes,5,9,Defender - Right-Back,32,right,R. Strasbourg,6/30/2026,1/17/2023,Wasserman,,Ligue1
389,Danilo,,22,1.77,Brazil,Salvador,25,25,midfield - Defensive Midfield,28,left,Nottm Forest,6/30/2029,1/16/2023,Bertolucci Sports,Nike,Other
1531,Deyovaisio Zeefuik,Deyovaisio Evan Zeefuik,25,1.77,Netherlands  Suriname,Amsterdam,1.5,5,Defender - Right-Back,2,right,Hellas Verona,6/30/2023,1/16/2023,SEG,,SerieA
1547,Jayden Braaf,Jayden Jezairo Braaf,20,1.8,Netherlands  Suriname,Amsterdam,1,3,Attack - Centre-Forward,25,right,Hellas Verona,6/30/2023,1/16/2023,CAA Stellar,,SerieA
2425,Gabriel Suazo,Gabriel Alonso Suazo Urbina,25,1.78,Chile,Santiago de Chile,2,2,Defender - Left-Back,15,left,Toulouse,6/30/2026,1/16/2023,Jason N. Pappe,,Ligue1
2538,Elisha Owusu,,25,1.82,Ghana  France,Montreuil,2.5,7.5,midfield - Defensive Midfield,42,right,AJ Auxerre,6/30/2025,1/16/2023,MASALA FOOTBALL ...,,Other
47,Mykhaylo Mudryk,Мудрик Михайло Петрович,22,1.75,Ukraine,"Krasnograd, Kharkiv Oblast",60,60,Attack - Left Winger,15,right,Chelsea,6/30/2031,1/15/2023,ALIK FOOTBALL ...,Nike,EPL
903,Julian Roloff,,22,1.92,Germany,Grevenbroich,0.1,0.1,Goalkeeper,1,right,1.FC Köln II,6/30/2024,1/15/2023,DC International ...,Stanno,Other
1727,Abner,,22,1.81,Brazil,Presidente Prudente,8,8,Defender - Left-Back,20,left,Real Betis,6/30/2029,1/15/2023,ADM Esporte,,LaLiga
454,Georginio Rutter,,21,1.82,France  Martinique,Plescop,22,22,Attack - Centre-Forward,24,left,Leeds,6/30/2028,1/14/2023,ROGON,,Other
633,Noah Mbamba,Noah Mbamba-Muanda,18,1.87,Belgium,Elsene,3,5,midfield - Defensive Midfield,18,right,B. Leverkusen,6/30/2028,1/14/2023,,,Bundesliga
823,David Colina,David Čolina,22,1.74,Croatia,Zagreb,1.5,1.5,Defender - Left-Back,38,left,FC Augsburg,6/30/2027,1/14/2023,P&P Sport ...,Nike,Bundesliga
140,Wout Weghorst,Wout François Maria Weghorst,30,1.97,Netherlands,Borne,14,30,Attack - Centre-Forward,27,right,Man Utd,6/30/2023,1/13/2023,One II Agency,adidas,EPL
278,Mario Lemina,Mario René Junior Lemina,29,1.84,Gabon  France,Libreville,10,15,midfield - Defensive Midfield,5,right,Wolves,6/30/2025,1/13/2023,G&ML SPORTS LIMITED,adidas,EPL
842,Dion Beljo,Dion Drena Beljo,21,1.95,Croatia,Zagreb,6.5,6.5,Attack - Centre-Forward,7,left,FC Augsburg,6/30/2027,1/13/2023,ROOF,,Bundesliga
878,Andreas Hanche-Olsen,Andreas Schjølberg Hanche-Olsen,26,1.85,Norway,Bodø,3.5,4,Defender - Centre-Back,25,right,1.FSV Mainz 05,6/30/2026,1/13/2023,Nordic Sky,,Bundesliga
1549,Martin Turk,,19,1.9,Slovenia,Koper,0.3,0.5,Goalkeeper,22,left,Sampdoria,6/30/2023,1/13/2023,Zmiya s.r.o,,SerieA
1861,Gonzalo Villar,Gonzalo Villar del Fraile,25,1.81,Spain,Murcia,4.5,15,midfield - Central Midfield,24,right,Getafe,6/30/2023,1/13/2023,Footfeel ISM,,LaLiga
794,Jérôme Roussillon,,30,1.72,Guadeloupe  France,Sarcelles,3,20,Defender - Left-Back,26,left,Union Berlin,,1/12/2023,Only Pro Sport,Nike,Bundesliga
1507,Szymon Zurkowski,Szymon Piotr Żurkowski,25,1.85,Poland,Tychy,4.5,7,midfield - Central Midfield,77,right,Spezia Calcio,6/30/2023,1/12/2023,KFM,Nike,Other
2287,Adrien Thomasson,,29,1.75,France  Croatia,Bourg-Saint-Maurice,4,9,midfield - Attacking Midfield,28,right,Lens,6/30/2026,1/12/2023,One Team Football,,Ligue1
52,João Félix,,23,1.81,Portugal,Viseu,50,100,Attack - Second Striker,11,right,Chelsea,6/30/2023,1/11/2023,Gestifute,adidas,EPL
251,Álex Moreno,Alexandre Moreno Lopera,29,1.79,Spain,Vilafranca Del Penedès,20,20,Defender - Left-Back,15,left,Aston Villa,6/30/2026,1/11/2023,Gol International,,EPL
310,Carlos Alcaraz,Carlos Jonás Alcaraz,20,1.83,Argentina,La Plata,12,12,midfield - Central Midfield,26,right,Southampton,6/30/2027,1/11/2023,Rol Sports ...,,EPL
459,Joe Whitworth,Joseph Charles Whitworth,19,1.79,England,,0.25,0.25,Goalkeeper,41,right,Crystal Palace,6/30/2027,1/11/2023,,,EPL
2079,José Ángel Carmona,José Ángel Carmona Navarro,21,1.84,Spain,El Viso del Alcor,4,5,Defender - Right-Back,40,right,Elche CF,6/30/2023,1/11/2023,380amk,,LaLiga
2187,Ruslan Malinovskyi,Маліновський Руслан Володимирович,30,1.81,Ukraine,Zhytomyr,18,30,midfield - Attacking Midfield,18,left,Marseille,6/30/2023,1/9/2023,ProStar,,Ligue1
1002,Jere Uronen,Jere Juhani Uronen,28,1.77,Finland,Turku,1,3.5,Defender - Left-Back,18,left,FC Schalke 04,6/30/2023,1/7/2023,NGA Sport,,Bundesliga
1059,Bartosz Bereszynski,Bartosz Bereszyński,30,1.83,Poland,Poznań,2,12,Defender - Right-Back,19,right,SSC Napoli,6/30/2023,1/7/2023,Fabryka Futbolu,Puma,Other
1558,Alessandro Zanoli,,22,1.88,Italy,Carpi,5,5,Defender - Right-Back,59,right,Sampdoria,6/30/2023,1/7/2023,Gea World,,SerieA
110,Jack Butland,,30,1.96,England,Bristol,1.5,22,Goalkeeper,31,right,Man Utd,6/30/2023,1/6/2023,Triple S Sports,Nike,EPL
317,Mislav Orsic,Mislav Oršić,30,1.79,Croatia,Zagreb,7,12,Attack - Left Winger,11,right,Southampton,6/30/2025,1/6/2023,HBR Sport,Nike,EPL
1038,Pierre Kunde,Pierre Kunde Malong,27,1.8,Cameroon,Limbé,2,10,midfield - Central Midfield,28,right,VfL Bochum,6/30/2023,1/6/2023,IS SPORTS AGENCY ...,,Bundesliga
1503,Salvatore Esposito,,22,1.78,Italy,Castellammare di Stabia,3.5,3.5,midfield - Defensive Midfield,25,right,Spezia Calcio,6/30/2023,1/6/2023,M.A.R.A.T. Football ...,Nike,Other
29,Benoît Badiashile,Benoît Badiashile Mukinayi,22,1.94,France  DR Congo,Limoges,40,40,Defender - Centre-Back,4,left,Chelsea,6/30/2030,1/5/2023,,adidas,EPL
541,Daley Blind,,33,1.8,Netherlands,Amsterdam,6,25,Defender - Left-Back,23,left,Bayern Munich,6/30/2023,1/5/2023,SEG,adidas,Bundesliga
1449,Hans Nicolussi Caviglia,,22,1.84,Italy,Aosta,2,2,midfield - Central Midfield,41,right,Salernitana,6/30/2023,1/5/2023,TMP SOCCER srl,,Other
1697,Filip Jörgensen,Filip Jørgensen,21,1.9,Denmark  Sweden,Lomma,1.5,1.5,Goalkeeper,35,right,Villarreal,6/30/2025,1/5/2023,Goal Management,,LaLiga
2070,Lisandro Magallán,,29,1.85,Argentina  Italy,La Plata,2,6,Defender - Centre-Back,7,right,Elche CF,6/30/2023,1/5/2023,SP,adidas,LaLiga
431,Kevin Schade,,21,1.85,Germany  Nigeria,Potsdam,20,20,Attack - Right Winger,9,right,Brentford,6/30/2023,1/4/2023,Eurosportsmanagement...,Puma,Other
689,Simon Walde,,18,1.85,Germany,Düsseldorf,,,Defender - Right-Back,45,right,Bor. M'gladbach,6/30/2026,1/4/2023,Wasserman,adidas,Bundesliga
437,Maximilian Wöber,,25,1.88,Austria,Wien,12,12,Defender - Centre-Back,39,left,Leeds,6/30/2027,1/3/2023,Forza Sports Group,,Other
832,Arne Engels,,19,1.85,Belgium,,3.5,3.5,midfield - Central Midfield,27,right,FC Augsburg,6/30/2027,1/3/2023,Wasserman,,Bundesliga
1077,Devis Vásquez,Devis Estiven Vásquez Llach,25,1.95,Colombia,Barranquilla,0.35,0.4,Goalkeeper,77,right,AC Milan,6/30/2026,1/3/2023,VIDA 11,,SerieA
1479,Youssef Maleh,,24,1.79,Morocco  Italy,Castel S. Pietro Terme,4.5,5,midfield - Central Midfield,32,left,Lecce,6/30/2023,1/3/2023,M.A.R.A.T. Football ...,,Other
2530,Isaak Touré,Souleymane Isaak Touré,20,2.06,France  Cote d'Ivoire,Gonesse,5,5,Defender - Centre-Back,95,left,AJ Auxerre,6/30/2023,1/3/2023,ND SPORTS MANAGEMENT,,Other
781,Kasper Dolberg,Kasper Dolberg Rasmussen,25,1.87,Denmark,Silkeborg,9,23,Attack - Centre-Forward,19,right,TSG Hoffenheim,6/30/2023,1/2/2023,Rafaela Pimenta,adidas,Bundesliga
930,Davie Selke,,28,1.95,Germany,Schorndorf,1.8,20,Attack - Centre-Forward,27,right,1.FC Köln,6/30/2024,1/2/2023,Sports eXcellence ...,Puma,Bundesliga
1026,Keven Schlotterbeck,,26,1.89,Germany,Weinstadt,3,7.5,Defender - Centre-Back,31,left,VfL Bochum,6/30/2023,1/2/2023,Robert Schneider,,Bundesliga
1206,Ola Solbakken,Ola Selvaag Solbakken,24,1.86,Norway,Melhus,3.5,3.5,Attack - Right Winger,18,left,AS Roma,6/30/2027,1/2/2023,Nordic Sky,,SerieA
1307,Gvidas Gineitis,,19,1.87,Lithuania,Mazeikiai,0.5,0.5,midfield - Central Midfield,66,left,Torino,6/30/2026,1/2/2023,GlobalGroup11,,SerieA
1430,Francesco Caputo,,35,1.81,Italy,Altamura,1.5,7.5,Attack - Centre-Forward,19,right,FC Empoli,6/30/2023,1/2/2023,Fedele Management ...,,Other
1432,Guillermo Ochoa,Francisco Guillermo Ochoa Magaña,37,1.83,Mexico  Spain,Guadalajara,1.2,8,Goalkeeper,13,right,Salernitana,6/30/2023,1/2/2023,Promanage,Nike,Other
1499,João Moutinho,João Gervásio Bragança Moutinho,25,1.83,Portugal,Lisbon,1.5,1.5,Defender - Left-Back,5,left,Spezia Calcio,6/30/2026,1/2/2023,Proeleven S.A.,,Other
1553,Bram Nuytinck,,33,1.91,Netherlands,Malden,2,5,Defender - Centre-Back,17,left,Sampdoria,6/30/2023,1/2/2023,Wasserman,,SerieA
1562,Flavio Paoletti,,20,1.82,Italy,San Benedetto del Tronto,0.8,0.8,midfield - Defensive Midfield,36,right,Sampdoria,6/30/2024,1/2/2023,Dream and Goal,,SerieA
1574,Sam Lammers,Sam Adrianus Martinus Lammers,26,1.91,Netherlands,Tilburg,2.4,9,Attack - Centre-Forward,10,both,Sampdoria,6/30/2023,1/2/2023,ISM Int. Soccer ...,,SerieA
1583,Alex Ferrari,,28,1.91,Italy,Modena,1.5,2.5,Defender - Centre-Back,24,right,Cremonese,6/30/2023,1/2/2023,Romano Eleven SAS,,Other
2224,Dejan Lovren,,33,1.88,Croatia,Zenica,3,20,Defender - Centre-Back,5,right,Olympique Lyon,6/30/2025,1/2/2023,ROOF,Puma,Ligue1
2429,Warren Kamanzi,Warren Håkon Christofer Kamanzi,22,1.77,Norway  Rwanda,Trondheim,1,1,Defender - Right-Back,26,right,Toulouse,6/30/2026,1/2/2023,Daniel Steinfeld,,Ligue1
2553,Matthis Abline,,20,1.82,France,Angers,4,4,Attack - Centre-Forward,19,right,AJ Auxerre,6/30/2023,1/2/2023,Wasserman,,Other
54,David Datro Fofana,,20,1.81,Cote d'Ivoire,Ouragahio,10,10,Attack - Centre-Forward,27,right,Chelsea,6/30/2029,1/1/2023,Aneke/PMG,Nike,EPL
104,Cody Gakpo,Cody Mathès Gakpo,24,1.93,Netherlands  Togo,Eindhoven,60,60,Attack - Left Winger,18,right,Liverpool,6/30/2028,1/1/2023,SEG,Puma,EPL
129,Zidane Iqbal,Zidane Aamar Iqbal/ إقبال زيدان/,20,1.81,Iraq  England,Manchester,0.8,0.8,midfield - Central Midfield,55,right,Man Utd,6/30/2025,1/1/2023,SEG,Puma,EPL
130,Kobbie Mainoo,,18,1.75,England  Ghana,Stockport,0.8,0.8,midfield - Central Midfield,73,right,Man Utd,6/30/2027,1/1/2023,CAA Stellar,,EPL
289,Matheus Cunha,Matheus Santos Carneiro da Cunha,23,1.83,Brazil,João Pessoa,30,32,Attack - Centre-Forward,12,right,Wolves,6/30/2023,1/1/2023,Bertolucci Sports,Nike,EPL
340,Facundo Buonanotte,Facundo Valentín Buonanotte,18,1.74,Argentina  Italy,Pérez,9,9,midfield - Attacking Midfield,40,left,Brighton,6/30/2026,1/1/2023,,,EPL
373,Ellis Simms,Ellis Reco Simms,22,1.91,England,Oldham,4,4,Attack - Centre-Forward,50,right,Everton,6/30/2024,1/1/2023,P&P Sport ...,,EPL
400,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,29,1.77,Brazil  Italy,Campinas,12,12,midfield - Attacking Midfield,31,left,Nottm Forest,6/30/2026,1/1/2023,FFP Agency,Nike,Other
650,Simon Simoni,,18,1.94,Albania,Lezhë,0.2,0.25,Goalkeeper,41,right,E. Frankfurt,6/30/2027,1/1/2023,Creatio Management,,Bundesliga
670,Paxten Aaronson,Paxten Reid Aaronson,19,1.75,United States,"Medford, New Jersey",4.5,4.5,midfield - Attacking Midfield,30,right,E. Frankfurt,6/30/2027,1/1/2023,Wasserman,,Bundesliga
735,Kenneth Schmidt,Tan-Kenneth Jerico Leka-Schmidt,20,1.87,Germany,Freiburg im Breisgau,0.75,0.75,Defender - Centre-Back,35,left,SC Freiburg,,1/1/2023,Unique Sports Group,,Bundesliga
1007,Niklas Tauer,,22,1.83,Germany,Mainz,1.5,1.5,midfield - Defensive Midfield,21,right,FC Schalke 04,6/30/2024,1/1/2023,PRO Profil GmbH,adidas,Bundesliga
1010,Soichiro Kozuki,上月 壮一郎,22,1.8,Japan,"Uji, Kyoto",0.6,0.6,midfield - Right Midfield,38,right,FC Schalke 04,6/30/2025,1/1/2023,PRO Profil GmbH,,Bundesliga
1179,Lukas Vorlicky,Lukáš Vorlický,21,1.86,Czech Republic,Boskovice,0.1,0.1,Attack - Left Winger,23,right,Atalanta BC,6/30/2025,1/1/2023,,Nike,SerieA
1342,Vivaldo,Vivaldo Leandro Semedo Moura Sousa,18,1.92,Portugal  Angola,,0.4,0.4,Attack - Centre-Forward,39,left,Udinese Calcio,6/30/2025,1/1/2023,,,SerieA
1364,Niklas Pyyhtiä,Niklas Anton Juhana Pyyhtiä,19,1.86,Finland,Turku,0.5,0.5,midfield - Central Midfield,25,left,Bologna,6/30/2024,1/1/2023,Ballex,,SerieA
1799,Loïc Badé,,23,1.91,France  Cote d'Ivoire,Sèvres,10,17,Defender - Centre-Back,22,right,Sevilla FC,6/30/2026,1/1/2023,W.Egal O.S.F.M.,,LaLiga
1919,César Montes,César Jasib Montes Castro,26,1.95,Mexico,Hermosillo,8,8,Defender - Centre-Back,23,right,Espanyol,6/30/2028,1/1/2023,Gelu Rodríguez,adidas,LaLiga
2015,Luis Suárez,Luis Javier Suárez Charris,25,1.85,Colombia  Spain,Santa Marta,9,10,Attack - Centre-Forward,16,right,UD Almería,6/30/2023,1/1/2023,CAA Stellar,adidas,LaLiga
2057,Youba Diarra,Hamaciré Youba Diarra,25,1.78,Mali,Bamako,1,1,midfield - Central Midfield,12,right,Cádiz CF,6/30/2027,1/1/2023,12 MANagement,,LaLiga
2135,Eliesse Ben Seghir,,18,,France  Morocco,Saint-Tropez,18,18,midfield - Attacking Midfield,44,right,Monaco,6/30/2025,1/1/2023,,adidas,Ligue1
2202,Ayoub Amraoui,,19,1.86,Morocco  France,La Seyne,2.5,2.5,Defender - Left-Back,38,left,OGC Nice,6/30/2024,1/1/2023,One Team Football,,Ligue1
2209,Reda Belahyane,,18,1.69,France  Morocco,Aubervilliers,0.15,0.15,midfield - Defensive Midfield,37,,OGC Nice,6/30/2024,1/1/2023,DW Sports Management,,Ligue1
2292,Rémy Labeau Lascary,,20,1.84,Guadeloupe  France,Les Abymes,0.4,0.4,Attack - Centre-Forward,36,right,Lens,6/30/2026,1/1/2023,Nessim Zeggaie,,Ligue1
2480,Kenny Lala,,31,1.78,France  Martinique,Villepinte,1.5,14,Defender - Right-Back,27,right,Stade Brestois,,1/1/2023,W.Egal O.S.F.M.,,Ligue1
2609,Moussa Soumano,,17,,France  Mali,,0.9,0.9,Attack - Centre-Forward,34,,AC Ajaccio,6/30/2026,1/1/2023,,,Other
1153,Samuel Iling Junior,,19,1.82,England,Islington,3.5,3.5,Attack - Left Winger,43,left,Juventus,6/30/2025,12/19/2022,CAA Base Ltd,Puma,SerieA
2537,Akim Zedadka,,27,1.73,Algeria  France,Pertuis,2.5,4,Defender - Right-Back,13,right,AJ Auxerre,6/30/2023,12/9/2022,LF360,,Other
894,Brajan Gruda,,18,1.78,Germany  Albania,Speyer,0.5,0.5,Attack - Right Winger,43,left,1.FSV Mainz 05,6/30/2026,11/18/2022,Robert Schneider,adidas,Bundesliga
2277,Julien Le Cardinal,,25,1.84,France,Saint-Brieuc,2.5,2.5,Defender - Right-Back,25,right,Lens,6/30/2025,11/15/2022,Sébastien Cagnet,,Ligue1
1201,Benjamin Tahirovic,Benjamin Tahirović,20,1.93,Bosnia-Herzegovina  Sweden,Spånga,1,1,midfield - Central Midfield,68,right,AS Roma,6/30/2026,11/1/2022,Universal Twenty Two,Nike,SerieA
1576,Daniele Montevago,,20,1.84,Italy,Palermo,0.4,0.4,Attack - Centre-Forward,34,right,Sampdoria,6/30/2025,10/28/2022,,,SerieA
999,Timothée Kolodziejczak,Timothée Christian Kolodziejczak,31,1.83,France  Poland,Avion,0.7,7,Defender - Centre-Back,15,left,FC Schalke 04,6/30/2023,10/21/2022,,,Bundesliga
2601,Youcef Belaïli,محمد يوسف بلايلي,31,1.82,Algeria,Oran,1.8,3,Attack - Left Winger,10,right,AC Ajaccio,6/30/2023,10/12/2022,ROGON,,Other
595,Örjan Nyland,Ørjan Håskjold Nyland,32,1.92,Norway,Volda,0.6,3,Goalkeeper,13,right,RB Leipzig,6/30/2023,10/9/2022,Solbakken / Player ...,,Bundesliga
676,Nacho Ferri,Ignacio Ferri Julià,18,1.92,Spain,Montaverner,,,Attack - Centre-Forward,48,right,E. Frankfurt,6/30/2025,10/5/2022,INVSPORT (Sergio ...,,Bundesliga
1204,Cristian Volpato,,19,1.87,Italy  Australia,Camperdown,3,3,midfield - Attacking Midfield,62,left,AS Roma,6/30/2026,10/1/2022,CT10 management Srl,,SerieA
2027,Lucas Rosa,Lucas Oliveira Rosa,23,1.77,Brazil  Italy,Ribeirão Preto,1,1,Defender - Right-Back,39,right,Real Valladolid,6/30/2025,10/1/2022,Media Base Sports,,LaLiga
1773,Iago Herrerín,Iago Herrerín Buisán,35,1.87,Spain,Bilbao,0.5,4,Goalkeeper,1,right,Valencia,6/30/2023,9/28/2022,,,LaLiga
2304,Fabien Centonze,,27,1.82,France,Voiron,5,8,Defender - Right-Back,28,right,FC Nantes,6/30/2027,9/22/2022,CAA Stellar,Puma,Ligue1
